x_center,y_center,width,height,front_top_left_x,front_top_left_y,front_top_right_x,front_top_right_y,front_bottom_left_x,front_bottom_left_y,front_bottom_right_x,front_bottom_right_y,rear_top_left_x,rear_top_left_y,rear_top_right_x,rear_top_right_y,rear_bottom_left_x,rear_bottom_left_y,rear_bottom_right_x,rear_bottom_right_y
455.5,294.5,207,211,452.1227111816406,222.48367309570312,565.0781860351562,213.85450744628906,451.6332092285156,395.96075439453125,564.5919799804688,395.64886474609375,338.42779541015625,181.0061492919922,471.1346435546875,167.899169921875,337.79852294921875,392.8785400390625,470.5069274902344,392.31103515625
455.0,294.5,206,211,451.3761291503906,222.39170837402344,564.3941040039062,213.8011932373047,450.8743591308594,395.93408203125,563.8950805664062,395.6320495605469,337.6016845703125,180.84561157226562,470.4286804199219,167.78958129882812,336.957275390625,392.8388977050781,469.78509521484375,392.2834167480469
456.0,294.0,214,210,451.9107666015625,221.91122436523438,564.9485473632812,213.32826232910156,451.4122314453125,395.47467041015625,564.4540405273438,395.16973876953125,338.1047058105469,180.34716796875,470.9709167480469,167.30209350585938,337.46295166015625,392.3802185058594,470.3317565917969,391.8214111328125
455.5,294.5,209,211,451.8344421386719,222.40499877929688,564.855224609375,213.82177734375,451.3280944824219,395.9473876953125,564.3511352539062,395.6504821777344,338.0661926269531,180.86131286621094,470.89935302734375,167.81503295898438,337.4166259765625,392.8561096191406,470.24981689453125,392.3072204589844
456.0,294.5,210,211,452.5653381347656,222.4028778076172,565.5791625976562,213.80084228515625,452.0715637207031,395.94171142578125,565.0889282226562,395.6326904296875,338.8009033203125,180.86355590820312,471.61749267578125,167.79249572753906,338.1658020019531,392.8482666015625,470.9843444824219,392.2841796875
455.5,294.5,209,211,452.06976318359375,222.48983764648438,565.0296630859375,213.86895751953125,451.57232666015625,395.9683532714844,564.5352783203125,395.6622009277344,338.38104248046875,181.0069122314453,471.09686279296875,167.91053771972656,337.7419128417969,392.8832702636719,470.4589538574219,392.3227233886719
455.5,294.0,213,210,451.6932678222656,221.98902893066406,564.6735229492188,213.38165283203125,451.19561767578125,395.48846435546875,564.1781005859375,395.1869201660156,337.9820861816406,180.49940490722656,470.7366638183594,167.42156982421875,337.3437194824219,392.4143371582031,470.09832763671875,391.86029052734375
456.0,294.0,214,210,452.06170654296875,221.89759826660156,565.0962524414062,213.3166046142578,451.56134033203125,395.4564208984375,564.5983276367188,395.1562805175781,338.26983642578125,180.34535217285156,471.128662109375,167.3026580810547,337.6275634765625,392.3693542480469,470.48681640625,391.81683349609375
456.0,294.0,214,210,452.47314453125,221.90904235839844,565.4935913085938,213.3173828125,451.9680480957031,395.451904296875,564.9920654296875,395.1499328613281,338.71148681640625,180.3579864501953,471.5411071777344,167.2999267578125,338.0618591308594,392.3511962890625,470.8934020996094,391.79547119140625
456.0,294.0,214,210,452.4049987792969,221.89353942871094,565.4273071289062,213.30361938476562,451.9018859863281,395.438720703125,564.9271850585938,395.1371154785156,338.637939453125,180.3441162109375,471.4716491699219,167.28868103027344,337.99163818359375,392.3419189453125,470.826416015625,391.7868347167969
456.0,294.5,214,209,452.048583984375,222.39414978027344,565.0831909179688,213.810791015625,451.54974365234375,395.95306396484375,564.58740234375,395.6502380371094,338.2557373046875,180.83782958984375,471.1149597167969,167.79205322265625,337.6148376464844,392.86212158203125,470.4752197265625,392.30609130859375
456.5,294.0,215,210,452.7341003417969,222.0052947998047,565.7136840820312,213.39529418945312,452.2328186035156,395.5071105957031,565.215576171875,395.2051696777344,339.0159606933594,180.50860595703125,471.7674865722656,167.42648315429688,338.3716735839844,392.42572021484375,471.1246032714844,391.8707275390625
456.5,294.5,211,211,452.8126220703125,222.4976348876953,565.78955078125,213.88607788085938,452.3146057128906,395.99493408203125,565.2940673828125,395.69244384765625,339.1050720214844,181.00941467285156,471.8516845703125,167.92559814453125,338.46575927734375,392.9187927246094,471.212890625,392.3634338378906
455.5,294.5,211,211,451.82330322265625,222.40309143066406,564.8453979492188,213.81008911132812,451.3272705078125,395.9526672363281,564.3522338867188,395.6480712890625,338.03704833984375,180.8607940673828,470.87042236328125,167.80191040039062,337.39990234375,392.8653869628906,470.2342224121094,392.30718994140625
455.5,294.5,209,211,451.8727722167969,222.50267028808594,564.8451538085938,213.8897705078125,451.375,395.99609375,564.3497314453125,395.6940612792969,338.1663513183594,181.0202178955078,470.90447998046875,167.93466186523438,337.5276184082031,392.9223937988281,470.2659606933594,392.3677062988281
455.5,294.5,209,211,451.94293212890625,222.5045623779297,564.91259765625,213.891357421875,451.441162109375,395.9963073730469,564.413330078125,395.6960144042969,338.2376403808594,181.02044677734375,470.96990966796875,167.93385314941406,337.59368896484375,392.9186096191406,470.3262939453125,392.36578369140625
456.0,294.5,210,211,452.3674621582031,222.40745544433594,565.3916015625,213.81216430664062,451.8750305175781,395.9568786621094,564.9021606445312,395.6499328613281,338.5911865234375,180.86766052246094,471.42755126953125,167.80609130859375,337.9584045410156,392.8719787597656,470.7959899902344,392.3110656738281
455.5,294.5,213,209,452.14154052734375,222.42950439453125,565.125,213.8089141845703,451.6408386230469,395.9395446777344,564.6261596679688,395.6373596191406,338.4393615722656,180.93150329589844,471.1874694824219,167.83335876464844,337.79742431640625,392.8544616699219,470.5450744628906,392.29876708984375
455.5,294.5,213,209,452.0411071777344,222.42071533203125,565.057373046875,213.82806396484375,451.54248046875,395.9599914550781,564.5609741210938,395.6589050292969,338.2819519042969,180.8912353515625,471.1036376953125,167.83274841308594,337.6422424316406,392.877685546875,470.4639892578125,392.32403564453125
455.5,294.0,213,210,451.7444763183594,221.89251708984375,564.7696533203125,213.30177307128906,451.24853515625,395.4424743652344,564.2767333984375,395.1371765136719,337.9615173339844,180.34483337402344,470.8020935058594,167.28919982910156,337.3243713378906,392.3519592285156,470.1661071777344,391.7927551269531
455.5,294.0,213,210,451.55303955078125,221.88746643066406,564.5863037109375,213.3020782470703,451.05810546875,395.4471130371094,564.0938720703125,395.1432800292969,337.75408935546875,180.33721923828125,470.6103515625,167.28903198242188,337.1187438964844,392.3620300292969,469.97552490234375,391.8050537109375
455.5,294.0,213,210,451.9219665527344,221.90576171875,564.9387817382812,213.30984497070312,451.42596435546875,395.4478759765625,564.4459228515625,395.1418762207031,338.1476745605469,180.36505126953125,470.97161865234375,167.3022918701172,337.5101318359375,392.35699462890625,470.33551025390625,391.79681396484375
456.0,294.0,212,210,452.4154357910156,221.9292755126953,565.4468383789062,213.2602081298828,452.0048828125,395.4632263183594,565.05126953125,395.07421875,338.7095031738281,180.3622589111328,471.56414794921875,167.21034240722656,338.16741943359375,392.3479309082031,471.0402526855469,391.68402099609375
455.5,294.5,213,209,451.9613952636719,222.4058380126953,564.977783203125,213.81124877929688,451.4695129394531,395.9482727050781,564.487548828125,395.64471435546875,338.1880798339844,180.88180541992188,471.010498046875,167.82138061523438,337.5577087402344,392.87353515625,470.37939453125,392.3172912597656
456.5,294.5,213,209,452.8922424316406,222.39105224609375,565.9122314453125,213.80503845214844,452.388671875,395.9316101074219,565.4107055664062,395.63275146484375,339.1309509277344,180.8488311767578,471.962158203125,167.79896545410156,338.4850769042969,392.8402099609375,471.3161315917969,392.28887939453125
455.5,294.0,211,210,451.949462890625,221.92909240722656,564.9389038085938,213.31173706054688,451.4529724121094,395.4435729980469,564.4443359375,395.1395263671875,338.2402648925781,180.42909240722656,471.001953125,167.33616638183594,337.6036682128906,392.36236572265625,470.3649597167969,391.8047180175781
455.5,294.5,211,209,451.13568115234375,222.3477325439453,564.13671875,213.63784790039062,450.6469421386719,395.8943176269531,563.650634765625,395.5752868652344,337.580810546875,180.87086486816406,470.29034423828125,167.6440887451172,336.95318603515625,392.80224609375,469.663330078125,392.22381591796875
457.5,294.0,207,210,452.02618408203125,220.0383758544922,566.6456298828125,211.9274139404297,451.621337890625,395.1078186035156,566.2570190429688,395.13397216796875,338.7352294921875,179.4271697998047,474.11895751953125,167.0486297607422,338.1986999511719,393.9012756347656,473.602783203125,393.86419677734375
426.5,296.5,231,213,418.24188232421875,218.27223205566406,532.2523193359375,210.13595581054688,417.850341796875,391.45269775390625,531.869384765625,393.48193359375,313.0522155761719,187.6613006591797,445.49737548828125,175.46151733398438,312.5438232421875,397.70721435546875,444.99749755859375,400.6507873535156
565.0,344.0,214,218,553.28466796875,258.2115783691406,668.4003295898438,253.2769775390625,552.8136596679688,430.92755126953125,667.921630859375,436.53277587890625,453.5145263671875,239.88546752929688,587.1637573242188,232.46578979492188,452.9237365722656,448.89459228515625,586.5587158203125,457.110107421875
604.5,397.5,215,221,590.7982788085938,307.0185546875,707.2005615234375,304.55206298828125,590.320556640625,480.6358642578125,706.7242431640625,486.97821044921875,492.9243469238281,294.7511901855469,630.3668212890625,290.9415283203125,492.3166198730469,506.5052490234375,629.7584228515625,515.9470825195312
577.5,441.5,203,227,561.5456848144531,346.860107421875,680.1018676757812,345.73779296875,561.0562438964844,522.22998046875,679.6231079101562,528.2926025390625,465.05035400390625,338.6228332519531,607.2205810546875,336.81201171875,464.4193115234375,554.1458740234375,606.6032104492188,563.28955078125
521.0,466.5,198,231,502.78839111328125,371.5314636230469,620.7680053710938,370.8046875,502.31048583984375,545.142333984375,620.2963256835938,552.5042114257812,411.8955078125,366.3353576660156,552.3938598632812,365.138671875,411.2856140136719,578.566650390625,551.790771484375,589.5841674804688
546.0,473.5,194,231,526.535888671875,377.77520751953125,644.5948486328125,377.3042297363281,526.0726928710938,550.6946411132812,644.13525390625,558.6295776367188,438.6661071777344,374.0242614746094,578.9701538085938,373.2187194824219,438.0784606933594,584.9691162109375,578.385498046875,596.80810546875
610.0,484.0,192,228,588.9373168945312,387.0531005859375,708.6578369140625,386.9467468261719,588.4671630859375,561.7880249023438,708.2044677734375,567.894287109375,500.9600830078125,384.2208251953125,645.6384887695312,383.96392822265625,500.3522033691406,599.2803344726562,645.0540161132812,608.51220703125
534.0,489.5,194,229,511.1849365234375,391.7972717285156,631.3052978515625,391.8120422363281,510.7041320800781,566.6770629882812,630.8402709960938,573.0150146484375,425.17633056640625,389.71142578125,570.3870239257812,389.63623046875,424.5564270019531,604.939697265625,569.7890014648438,614.5225830078125
540.5,494.0,193,230,516.2471923828125,395.52532958984375,637.4844970703125,395.630859375,515.7720336914062,571.5097045898438,637.0274047851562,577.5073852539062,431.0746765136719,393.9423828125,578.3016967773438,394.00775146484375,430.45977783203125,611.0990600585938,577.7125854492188,620.2069091796875
532.0,501.5,194,233,505.7141418457031,399.2919616699219,629.662353515625,399.7078857421875,505.23291015625,578.1627807617188,629.2064819335938,583.4215087890625,421.21331787109375,400.13909912109375,573.2651977539062,400.6875915527344,420.5840759277344,622.24609375,572.6735534667969,630.3107299804688
509.0,513.0,196,236,481.1095275878906,408.9661560058594,606.728759765625,409.5570983886719,480.62054443359375,589.7137451171875,606.268310546875,594.8630981445312,397.3907775878906,411.5835266113281,552.1880187988281,412.4068603515625,396.74859619140625,636.7362060546875,551.588623046875,644.677001953125
497.5,525.0,199,240,468.8212890625,418.9326171875,595.666259765625,419.66900634765625,468.3332824707031,601.0066528320312,595.2078857421875,606.2792358398438,386.82598876953125,423.055419921875,543.5469970703125,424.10906982421875,386.1839904785156,650.3021850585938,542.9497680664062,658.4661254882812
506.5,534.5,197,243,475.2617492675781,427.322998046875,604.058837890625,427.959228515625,474.7812805175781,611.407470703125,603.6117553710938,615.9041748046875,395.0154113769531,431.25823974609375,555.1129150390625,432.1634521484375,394.3802490234375,661.8995361328125,554.5289916992188,668.8971557617188
501.5,533.0,201,246,468.7337951660156,426.46527099609375,597.6522216796875,427.0876159667969,468.2457580566406,610.5098266601562,597.1972045898438,615.3427124023438,391.4289855957031,429.7807922363281,551.5617065429688,430.6600646972656,390.785400390625,660.2498779296875,550.9686889648438,667.7701416015625
516.5,526.5,199,243,480.180419921875,419.9440002441406,609.7308349609375,420.6511535644531,479.7078857421875,604.1456298828125,609.2855834960938,610.5299072265625,408.4200134277344,422.9629211425781,568.75390625,423.97039794921875,407.801513671875,653.1289672851562,568.1765747070312,663.069091796875
593.0,526.0,198,244,553.1381225585938,416.9931640625,685.7008056640625,417.68475341796875,552.65869140625,604.6749267578125,685.2522583007812,610.628662109375,484.6328125,420.2475280761719,650.0049438476562,421.2384338378906,484.0022277832031,656.1334228515625,649.4219970703125,665.4970092773438
610.5,528.5,199,247,569.423583984375,417.6097717285156,703.7909545898438,418.2577209472656,569.0474243164062,607.4750366210938,703.4583740234375,613.2352294921875,502.4803466796875,421.4341125488281,670.8309326171875,422.3876953125,501.9731140136719,660.8840942382812,670.391845703125,670.0263061523438
610.5,534.0,199,258,563.7117919921875,417.67919921875,703.5667114257812,418.2429504394531,563.3287353515625,614.6817016601562,703.238037109375,617.9265747070312,499.6412353515625,424.4275817871094,677.8790893554688,425.268310546875,499.11737060546875,676.1505126953125,677.4435424804688,681.38525390625
557.5,542.5,205,263,507.71868896484375,422.9627380371094,650.9010620117188,423.4582824707031,507.32611083984375,624.3231201171875,650.5704345703125,626.85986328125,445.0982971191406,430.40838623046875,628.9634399414062,431.1448669433594,444.5565490722656,689.41796875,628.52392578125,693.5416259765625
553.0,548.5,206,271,501.49176025390625,427.12664794921875,648.8904418945312,427.4359130859375,501.0697326660156,634.0366821289062,648.5384521484375,635.098876953125,437.0812683105469,433.1219482421875,628.1586303710938,433.55181884765625,436.4933776855469,701.5247802734375,627.6884765625,703.2229614257812
528.0,543.5,212,277,475.6883239746094,421.2811584472656,622.7987670898438,421.89727783203125,475.17205810546875,627.9550170898438,622.3386840820312,631.1699829101562,413.8867492675781,427.9216003417969,604.1788940429688,428.8313293457031,413.18408203125,695.7185668945312,603.5702514648438,701.0079956054688
561.0,542.0,212,278,505.3905029296875,416.574462890625,656.0170288085938,416.8162536621094,504.9783630371094,627.7478637695312,655.6777954101562,628.0991821289062,443.4928283691406,425.4807434082031,640.0592651367188,425.8023681640625,442.9156494140625,701.1219482421875,639.6063232421875,701.6301879882812
521.5,555.5,213,287,463.80511474609375,428.93994140625,613.8863525390625,429.5391540527344,463.2828674316406,639.4649658203125,613.42626953125,641.753173828125,407.3442077636719,438.99652099609375,602.84765625,439.884765625,406.6311340332031,713.4398803710938,602.2401123046875,717.2055053710938
585.0,560.5,208,295,523.0458068847656,431.8592529296875,675.5992431640625,432.0675048828125,522.5281677246094,645.6273803710938,675.1544189453125,645.2725830078125,472.0738830566406,443.9756774902344,671.9202880859375,444.20648193359375,471.3643798828125,724.0443115234375,671.3358154296875,723.3094482421875
558.5,564.5,215,299,493.23345947265625,433.6271057128906,649.1395874023438,433.16455078125,492.70330810546875,651.1204223632812,648.69775390625,647.0230102539062,444.1501159667969,447.7560119628906,649.1712646484375,446.84222412109375,443.41937255859375,733.8235473632812,648.5932006835938,726.6543579101562
486.0,572.5,210,295,417.9277648925781,441.5809631347656,573.1863403320312,441.23419189453125,417.4115295410156,658.9013671875,572.7567749023438,655.5281982421875,375.45111083984375,456.0140686035156,579.5490112304688,455.296875,374.74298095703125,741.9183959960938,578.9906005859375,735.986083984375
519.5,572.0,209,296,448.6984558105469,440.169189453125,605.8475341796875,439.6060485839844,448.169921875,659.9944458007812,605.4132690429688,655.0631103515625,410.1056213378906,453.8232116699219,617.0345458984375,452.7299499511719,409.380859375,743.7601928710938,616.4732055664062,735.1158447265625
493.0,570.0,218,300,416.9604187011719,438.4606018066406,575.7181396484375,437.58306884765625,416.5769348144531,660.5514526367188,575.433837890625,653.5343017578125,386.02276611328125,450.636474609375,594.9094848632812,449.04779052734375,385.492919921875,743.9244384765625,594.5513305664062,731.7228393554688
489.0,568.0,216,304,410.228515625,438.68084716796875,567.8026733398438,438.11053466796875,409.7262268066406,659.81103515625,567.4002075195312,652.5037231445312,388.1407775878906,447.3775634765625,594.5870971679688,446.2880554199219,387.4629821777344,738.7042846679688,594.0806884765625,726.03369140625
501.0,554.5,214,307,419.1502380371094,426.9206237792969,575.850830078125,426.5282897949219,418.65386962890625,647.4542846679688,575.4585571289062,639.8978271484375,403.52447509765625,433.2426452636719,608.1652221679688,432.4647521972656,402.85968017578125,723.3098754882812,607.6781616210938,710.263671875
501.5,541.0,213,300,415.46240234375,414.882568359375,574.06103515625,414.60595703125,415.1142578125,637.8690185546875,573.8178100585938,627.8348999023438,407.36639404296875,417.8334655761719,613.2625732421875,417.3079833984375,406.90289306640625,710.6856079101562,612.9762573242188,693.5580444335938
457.0,543.5,216,305,367.737548828125,415.8487243652344,530.13134765625,415.8665466308594,367.216064453125,642.8550415039062,529.7362670898438,630.76806640625,361.8402404785156,417.0913391113281,572.042236328125,417.02880859375,361.150146484375,715.3201904296875,571.5645751953125,694.7094116210938
371.5,550.5,229,319,274.89768981933594,419.1338195800781,449.0816650390625,419.5244445800781,274.3465118408203,656.8436279296875,448.6828308105469,639.8250732421875,270.0852966308594,418.2543029785156,494.25775146484375,418.83868408203125,269.3565673828125,730.6478881835938,493.78271484375,701.8417358398438
272.0,557.0,240,326,179.86587524414062,430.862548828125,343.2419128417969,431.47711181640625,179.49984741210938,659.4328002929688,342.9936828613281,646.8831787109375,178.95343017578125,428.15789794921875,389.6932678222656,429.151123046875,178.47207641601562,728.25927734375,389.4085693359375,706.96142578125
382.5,542.5,227,313,282.1934814453125,413.3757019042969,451.9757995605469,414.0896301269531,281.82666015625,648.9304809570312,451.74041748046875,632.5159912109375,290.15061950683594,410.6661682128906,506.93438720703125,411.8330993652344,289.6768798828125,719.3199462890625,506.67626953125,691.7272338867188
340.0,546.5,236,325,229.65603637695312,412.0470886230469,409.4568176269531,412.37548828125,229.1142578125,658.325439453125,409.08892822265625,636.4147338867188,249.05848693847656,411.4083557128906,475.4736633300781,411.8992919921875,248.3696746826172,733.3320922851562,475.0640869140625,696.849609375
263.5,560.0,257,320,142.73609924316406,422.7875671386719,326.1799621582031,422.08013916015625,142.39073181152344,675.5882568359375,325.9874572753906,649.3007202148438,179.57716369628906,424.8891296386719,406.5459289550781,423.727294921875,179.16189575195312,753.957763671875,406.36798095703125,710.7368774414062
225.5,566.0,273,308,110.07723999023438,433.9350891113281,276.5516052246094,433.30963134765625,109.61886596679688,674.32861328125,276.2420959472656,653.6474609375,155.2977294921875,436.80621337890625,362.38726806640625,435.7054748535156,154.74212646484375,750.6356201171875,362.06585693359375,716.2037353515625
387.5,566.5,257,307,274.1678771972656,436.5126953125,427.88616943359375,436.0586853027344,273.78045654296875,665.4650268554688,427.6109619140625,652.8102416992188,327.2142333984375,440.53424072265625,522.7001953125,439.6686096191406,326.74774169921875,742.2255249023438,522.4166870117188,720.52783203125
587.5,569.0,247,302,472.6716003417969,439.58062744140625,624.7603149414062,438.8726501464844,472.2901306152344,667.6520385742188,624.4912719726562,654.6097412109375,531.5635375976562,445.00030517578125,724.0880737304688,443.7062072753906,531.1112670898438,744.9641723632812,723.817626953125,722.6917724609375
615.0,572.5,250,295,497.83551025390625,443.1020812988281,648.3160400390625,442.3588562011719,497.62030029296875,669.314208984375,648.1983032226562,658.19189453125,562.4699096679688,449.1770935058594,754.091552734375,447.84979248046875,562.23828125,747.3687744140625,754.0186767578125,728.265869140625
708.5,573.5,253,293,583.7218322753906,443.45880126953125,741.5257263183594,441.3426818847656,583.4936218261719,681.4764404296875,741.4140625,657.4552001953125,661.0240173339844,450.1012268066406,849.8297119140625,446.68450927734375,660.7968139648438,756.2184448242188,849.7720336914062,717.4984741210938
506.5,577.0,263,286,379.37237548828125,447.2324523925781,531.9935302734375,445.8161926269531,379.0120544433594,683.5075073242188,531.765380859375,661.221923828125,467.05267333984375,452.3321228027344,649.0941772460938,449.9870910644531,466.6697692871094,756.8341674804688,648.9041748046875,720.689208984375
510.5,576.0,265,288,379.9541320800781,447.0689697265625,527.852294921875,446.59564208984375,379.6335144042969,682.5914916992188,527.6566162109375,662.4190673828125,480.3829345703125,449.27703857421875,656.6273193359375,448.4458923339844,480.06201171875,754.2182006835938,656.488037109375,721.1587524414062
594.5,569.5,267,301,460.94622802734375,441.3417053222656,606.1580810546875,441.2164001464844,460.6570129394531,676.7196655273438,605.9874267578125,657.015380859375,570.4957275390625,442.3167419433594,742.5183715820312,442.0559387207031,570.2218017578125,747.1661376953125,742.4147338867188,714.8502807617188
624.0,564.0,268,312,489.406982421875,436.1925048828125,632.77880859375,436.05096435546875,489.11920166015625,671.0722045898438,632.6092529296875,651.5379028320312,604.2396850585938,437.2674865722656,773.4880981445312,436.9764709472656,603.9738159179688,741.446044921875,773.3910522460938,709.4043579101562
635.5,563.0,267,314,498.4327392578125,434.3137512207031,640.3289794921875,434.3233642578125,498.306396484375,668.69775390625,640.2993774414062,650.2506103515625,618.3758544921875,434.513916015625,786.5285034179688,434.5061340332031,618.3152465820312,739.1334838867188,786.6046142578125,708.668701171875
697.0,563.0,272,314,560.0855102539062,436.5709533691406,700.3225708007812,437.2030029296875,559.8258666992188,669.3628540039062,700.175048828125,651.7582397460938,681.8436889648438,434.7991027832031,847.4729614257812,435.77581787109375,681.619140625,736.7061767578125,847.4080810546875,707.7070922851562
704.0,551.0,270,314,567.8439331054688,426.018310546875,706.6810302734375,427.10614013671875,567.6058959960938,656.1566772460938,706.5464477539062,640.0440063476562,688.8714599609375,422.33782958984375,853.4634399414062,424.0658874511719,688.6675415039062,720.6813354492188,853.4076538085938,694.1292724609375
741.0,535.5,268,303,604.5718994140625,411.5531311035156,743.2120361328125,412.8511657714844,604.3170776367188,638.7281494140625,743.0594482421875,625.6920166015625,725.3878173828125,406.2654113769531,893.05126953125,408.3531799316406,725.1599731445312,702.6057739257812,892.9751586914062,680.7620849609375
821.5,532.0,271,300,685.5908203125,409.9310302734375,822.6638793945312,410.9341735839844,685.3533935546875,632.4671630859375,822.5222778320312,621.3034057617188,806.3869018554688,405.531982421875,973.664306640625,407.12628173828125,806.1781005859375,695.6256713867188,973.5999755859375,676.8820190429688
854.0,534.5,268,297,714.038818359375,411.6591491699219,852.0519409179688,412.227294921875,713.9393920898438,633.4963989257812,852.03515625,623.680419921875,839.84521484375,408.7891845703125,1010.283447265625,409.69525146484375,839.8126831054688,699.1312866210938,1010.377197265625,682.5030517578125
942.5,544.5,277,299,800.6923217773438,419.7996826171875,937.5106201171875,419.7474060058594,800.4782104492188,641.4680786132812,937.3861694335938,631.0105590820312,933.154052734375,421.62689208984375,1101.565673828125,421.4489440917969,932.979736328125,711.65185546875,1101.5281982421875,693.916015625
970.5,560.0,279,302,826.376708984375,434.2126159667969,961.4820556640625,433.87054443359375,826.16064453125,656.005615234375,961.35595703125,644.8524169921875,966.3345336914062,437.8492736816406,1131.52880859375,437.1806640625,966.1651611328125,727.7782592773438,1131.4952392578125,708.9082641601562
1022.0,564.0,290,312,869.0694580078125,435.38507080078125,1004.0693969726562,434.752685546875,868.8789672851562,660.34765625,1003.9669799804688,648.8465576171875,1026.8698120117188,441.0481262207031,1191.69775390625,439.87603759765625,1026.7467651367188,736.6136474609375,1191.70703125,716.9603271484375
1064.5,562.0,295,316,906.8878784179688,431.4176940917969,1040.1397094726562,430.3314514160156,906.7207641601562,658.6026611328125,1040.0599975585938,645.5988159179688,1075.4959716796875,439.3116455078125,1236.392822265625,437.3717041015625,1075.4141845703125,738.0291748046875,1236.439453125,715.8199462890625
1058.0,562.0,296,316,884.5739135742188,423.3829345703125,1025.3731689453125,422.1441650390625,884.4387817382812,659.3733520507812,1025.329345703125,647.5318603515625,1075.195556640625,434.5598449707031,1249.53125,432.2651672363281,1075.176513671875,750.4744262695312,1249.652587890625,729.4638671875
1134.5,560.5,287,319,956.922119140625,419.7101745605469,1097.218017578125,417.97216796875,956.9320678710938,659.6399536132812,1097.3126220703125,645.9615478515625,1155.8043212890625,432.652099609375,1327.9793701171875,429.5075988769531,1155.9881591796875,754.9159545898438,1328.2890625,730.591796875
1132.5,564.0,293,312,949.778564453125,419.0549011230469,1090.2130126953125,416.9638977050781,949.852294921875,665.2335815429688,1090.37255859375,649.461669921875,1161.3309326171875,432.9097900390625,1331.8592529296875,429.1193542480469,1161.624267578125,765.5821533203125,1332.2755126953125,737.2869873046875
1136.0,560.5,284,319,938.0014038085938,406.75537109375,1083.78759765625,404.53863525390625,937.8739624023438,663.580078125,1083.7647705078125,647.1266479492188,1173.5323486328125,423.5502624511719,1352.21044921875,419.3141174316406,1173.5863037109375,776.5264892578125,1352.42138671875,745.9449462890625
1155.5,559.5,249,321,965.865234375,408.46905517578125,1100.9117431640625,404.4815979003906,965.9374389648438,665.4387817382812,1101.0673828125,642.1804809570312,1200.0799560546875,427.67486572265625,1354.961181640625,420.5216064453125,1200.4029541015625,775.474853515625,1355.386474609375,733.9314575195312
