front_top_left_x,front_top_left_y,front_top_right_x,front_top_right_y,front_bottom_left_x,front_bottom_left_y,front_bottom_right_x,front_bottom_right_y,rear_top_left_x,rear_top_left_y,rear_top_right_x,rear_top_right_y,rear_bottom_left_x,rear_bottom_left_y,rear_bottom_right_x,rear_bottom_right_y,image_id
533.0340270996094,370.4289855957031,620.7520141601562,374.5648498535156,531.9998779296875,393.7131042480469,619.701416015625,397.99267578125,517.5236206054688,371.7986450195313,612.5361328125,376.2925415039063,516.4047546386719,397.0331726074219,611.3978881835938,401.6959533691406,"(570.0, 385.0, 106, 36)"
532.2967834472656,369.3462524414063,619.7646484375,373.5896301269531,531.2343139648438,392.5759582519531,618.6857299804688,396.9690856933594,516.4217529296875,370.6324157714844,611.1382446289062,375.2419128417969,515.2723693847656,395.80279541015625,609.9695434570312,400.5881652832031,"(568.5, 383.5, 107, 35)"
531.1869812011719,368.0606384277344,618.583251953125,371.8135986328125,530.2494201660156,391.2753601074219,617.6321411132812,395.1797180175781,515.2240905761719,369.35845947265625,609.8538818359375,373.4360961914063,514.209716796875,394.5106201171875,608.8236083984375,398.7660827636719,"(568.0, 382.5, 106, 35)"
531.2998352050781,367.6614074707031,618.4324340820312,370.6724548339844,530.5409240722656,390.8184814453125,617.6675415039062,393.9860229492188,515.0972595214844,368.6967468261719,609.4130249023438,371.96771240234375,514.2753601074219,393.7802734375,608.5841064453125,397.2349853515625,"(567.5, 381.0, 105, 38)"
525.0128784179688,365.5163269042969,612.05517578125,366.8656005859375,524.6866455078125,388.64752197265625,611.7256469726562,390.1501770019531,508.8578186035156,366.6039733886719,603.065673828125,368.0739440917969,508.5046997070313,391.6563720703125,602.708740234375,393.306396484375,"(562.0, 378.5, 106, 35)"
512.9751281738281,367.8067626953125,599.1417236328125,359.181396484375,515.2564392089844,390.74169921875,601.4389038085938,382.28814697265625,495.8843688964844,369.5984497070313,589.0938110351562,360.2687683105469,498.35455322265625,394.429443359375,591.5825805664062,385.3012390136719,"(549.5, 376.0, 109, 36)"
504.5782165527344,364.4991455078125,591.0388793945312,361.29986572265625,505.4383239746094,387.5033264160156,591.902587890625,384.4664611816406,487.5580749511719,365.6521301269531,581.0841674804688,362.1954040527344,488.48974609375,390.55615234375,582.02001953125,387.2899169921875,"(541.0, 374.5, 124, 37)"
501.9593200683594,359.2494201660156,588.206787109375,361.84320068359375,501.3350830078125,382.20166015625,587.561279296875,384.9551086425781,484.5026550292969,360.1791076660156,577.7774658203125,362.9952087402344,483.8306579589844,385.0216979980469,577.0806274414062,388.0249633789063,"(537.5, 372.5, 123, 37)"
494.33294677734375,357.05816650390625,580.3424072265625,361.044921875,493.3503723144531,379.9493713378906,579.3333740234375,384.0875854492188,476.5487976074219,357.8780822753906,569.5531005859375,362.200927734375,475.4898681640625,382.6508483886719,568.4631958007812,387.1511535644531,"(529.0, 371.0, 118, 38)"
491.7001647949219,355.7857360839844,577.4537963867188,359.41619873046875,490.7991027832031,378.6210021972656,576.5303955078125,382.4002380371094,473.4176330566406,356.32379150390625,566.1226806640625,360.2578430175781,472.4464721679688,381.0308837890625,565.1254272460938,385.1391906738281,"(526.0, 369.0, 116, 38)"
486.29730224609375,354.3818359375,572.0478515625,358.0456237792969,485.3889770507813,377.2161560058594,571.1163330078125,381.02880859375,468.0166015625,354.9123229980469,560.7180786132812,358.88238525390625,467.0377807617188,379.6183166503906,559.712158203125,383.76275634765625,"(520.5, 368.0, 109, 36)"
483.0420227050781,352.3550720214844,568.5228881835938,355.81597900390625,482.1842041015625,375.1227111816406,567.641357421875,378.7245788574219,464.2937622070313,352.6148681640625,556.6826782226562,356.3623046875,463.37017822265625,377.2430419921875,555.7314453125,381.155517578125,"(517.5, 366.0, 107, 34)"
480.7982177734375,351.6761169433594,566.1533203125,354.7777404785156,480.01849365234375,374.424072265625,565.3558959960938,377.6715087890625,461.738037109375,351.7017822265625,553.976806640625,355.0585327148437,460.897705078125,376.3064270019531,553.1157836914062,379.8338928222656,"(514.5, 365.0, 109, 38)"
478.7398681640625,351.3190002441406,564.0957641601562,354.4469909667969,477.95458984375,374.0668029785156,563.2920532226562,377.3404235839844,459.67974853515625,351.3385314941406,551.9196166992188,354.7237854003906,458.8336181640625,375.9430541992188,551.0519409179688,379.4987487792969,"(512.5, 364.0, 111, 38)"
477.3857727050781,351.5912170410156,562.532958984375,354.1567077636719,476.7439575195313,374.2812194824219,561.8738403320312,376.9835205078125,458.0943603515625,351.4305419921875,550.0927124023438,354.2052307128906,457.4035339355469,375.9674987792969,549.3816528320312,378.9022216796875,"(511.0, 364.0, 110, 38)"
465.6871643066406,350.2640380859375,550.8258056640625,352.8705444335937,465.0382690429688,372.95208740234375,550.15771484375,375.6959228515625,446.3991394042969,350.0943908691406,538.3873291015625,352.9133605957031,445.70111083984375,374.6290588378906,537.6669311523438,377.6087036132813,"(499.0, 362.5, 110, 35)"
452.2923278808594,355.8128356933594,536.71728515625,346.5528869628906,454.730224609375,378.3285827636719,539.1616821289062,369.2071228027344,432.4043884277344,356.4262084960937,523.5982971191406,346.4134521484375,435.0423583984375,380.7698974609375,526.2438659667969,370.9191589355469,"(487.0, 362.5, 114, 37)"
445.2923278808594,354.3128356933594,529.71728515625,345.0528869628906,447.730224609375,376.8285827636719,532.1616821289062,367.7071228027344,425.4043884277344,354.9262084960937,516.5982971191406,344.9134521484375,428.0423583984375,379.2698974609375,519.2438659667969,369.4191589355469,"(480.0, 361.0, 112, 34)"
442.8213806152344,348.3127136230469,527.6195983886719,351.7510986328125,441.9678649902344,370.894287109375,526.7428894042969,374.44085693359375,422.5550842285156,348.0739440917969,514.159423828125,351.7913818359375,421.6372985839844,372.4862060546875,513.2145690917969,376.330078125,"(475.5, 361.0, 111, 34)"
435.6139831542969,347.2894287109375,520.4030456542969,350.7553405761719,434.7557373046875,369.8692626953125,519.5204772949219,373.4438781738281,415.3509826660156,347.0433654785156,506.9444580078125,350.7904968261719,414.4283447265625,371.4535827636719,505.9934692382813,375.3277587890625,"(469.0, 360.5, 110, 33)"
425.0344848632813,345.713134765625,509.8232421875,347.5391845703125,424.5933532714844,368.2693786621094,509.36529541015625,370.1828308105469,404.27728271484375,345.41522216796875,495.873291015625,347.38848876953125,403.8043823242188,369.7976379394531,495.3808288574219,371.87310791015625,"(458.0, 357.5, 110, 33)"
412.9521179199219,345.0667419433594,497.7445373535156,346.9856262207031,412.49505615234375,367.62310791015625,497.267333984375,369.6289978027344,392.1939392089844,344.74615478515625,483.7944641113281,346.8197021484375,391.7047119140625,369.1287231445313,483.2817077636719,371.3040161132813,"(446.0, 357.5, 108, 33)"
402.8517456054688,347.9738464355469,487.5968627929688,345.85162353515625,403.4444885253906,370.5009765625,488.1763610839844,368.4510192871094,381.4014892578125,347.6631774902344,472.9513244628906,345.3676147460937,382.0462951660156,372.0122375488281,473.5806884765625,369.8011169433594,"(436.5, 357.5, 103, 35)"
396.9201965332031,346.6632385253906,481.6825866699219,344.5846252441406,397.50286865234375,369.1932678222656,482.2514953613281,367.1860046386719,375.4638366699219,346.3411865234375,467.0339660644531,344.0927429199219,376.097900390625,370.6936340332031,467.6519470214844,368.528564453125,"(430.0, 356.5, 106, 33)"
387.1791076660156,344.5296630859375,472.06884765625,348.5466613769531,386.15521240234375,367.0291748046875,471.03326416015625,371.0798034667969,365.1862487792969,343.8139343261719,456.9177856445313,348.1551818847656,364.0823669433594,368.13323974609375,455.8002624511719,372.5138244628906,"(419.0, 357.5, 102, 35)"
381.7537841796875,343.1583557128906,466.6671752929688,347.3580627441406,380.7171936035156,365.6513366699219,465.6078796386719,369.878662109375,359.8551330566406,342.52398681640625,451.6153564453125,347.0629577636719,358.7406616210937,366.8358154296875,450.474365234375,371.4070434570313,"(413.5, 356.0, 105, 36)"
365.9664916992188,344.78045654296875,450.8870239257813,348.8980407714844,364.9233703613281,367.2759094238281,449.8304138183594,371.4214477539063,344.0639038085937,344.16387939453125,435.8323974609375,348.6141357421875,342.9398193359375,368.4786376953125,434.6925354003906,372.9615173339844,"(398.0, 357.5, 102, 35)"
351.8070373535156,351.50079345703125,436.767822265625,346.1833801269531,353.2916259765625,373.9598388671875,438.2247619628906,368.65130615234375,329.1793212890625,351.3934936523437,421.0013427734375,345.6461486816406,330.7919921875,375.6670837402344,422.5816650390625,369.93011474609375,"(385.0, 359.5, 104, 33)"
334.6221618652344,349.7929077148437,420.0293884277344,348.06182861328125,335.1703491210937,372.2971496582031,420.55023193359375,370.5430908203125,311.4034423828125,349.5051574707031,403.73333740234375,347.6346435546875,312.0038146972656,373.828125,404.3017578125,371.9307556152344,"(367.5, 360.0, 95, 32)"
321.8082580566406,347.2507629394531,407.4476318359375,350.9266662597656,320.9306030273437,369.7535095214844,406.5486145019531,373.380615234375,298.27734375,346.8427429199219,390.8810424804688,350.8161926269531,297.3356628417969,371.1650085449219,389.9143371582031,375.08148193359375,"(354.0, 360.5, 106, 33)"
307.63592529296875,347.15496826171875,393.2789001464844,351.462158203125,306.56671142578125,369.6509094238281,392.196533203125,373.9065246582031,283.95782470703125,346.5338134765625,376.5680236816406,351.19000244140625,282.80682373046875,370.8488464355469,375.4016418457031,375.44482421875,"(339.0, 360.0, 112, 36)"
295.39910888671875,347.2066345214844,381.5496520996094,352.0276184082031,294.19097900390625,369.72216796875,380.3339538574219,374.45404052734375,270.8730773925781,346.39654541015625,364.0698852539063,351.60943603515625,269.5710144042969,370.7339782714844,362.7589416503906,375.8428039550781,"(327.0, 360.0, 116, 36)"
285.7171325683594,345.1056823730469,372.1089477539063,349.5424499511719,284.6103820800781,367.63482666015625,370.99560546875,371.96624755859375,261.1310272216797,344.2823486328125,354.6025695800781,349.0804748535156,259.93836975097656,368.634521484375,353.40216064453125,373.3096618652344,"(317.0, 358.0, 110, 38)"
279.7459411621094,343.5259094238281,366.1653747558594,347.9791564941406,278.6399230957031,366.0590515136719,365.0516052246094,370.4058837890625,255.1499938964844,342.6981811523437,348.65350341796875,347.5142822265625,253.9584808349609,367.0550231933594,347.452880859375,371.7467651367188,"(311.5, 357.0, 107, 40)"
273.1605224609375,344.9059143066406,360.2387390136719,348.8182067871094,272.2069702148437,367.4703063964844,359.2777709960937,371.2302856445313,248.7241058349609,344.10186767578125,342.9748840332031,348.3342590332031,247.69761657714844,368.491943359375,341.939697265625,372.5465087890625,"(305.5, 358.0, 109, 42)"
267.2363586425781,343.4961853027344,354.3099060058594,347.4042663574219,266.2831115722656,366.0599365234375,353.34942626953125,369.81591796875,242.8009185791016,342.693115234375,337.0463256835937,346.92095947265625,241.7747344970703,367.08245849609375,336.0116271972656,371.1326904296875,"(299.5, 356.5, 107, 41)"
264.59625244140625,344.1700439453125,352.0501708984375,347.7266540527344,263.7321319580078,366.75286865234375,351.1814270019531,370.1322937011719,240.2610015869141,343.2762451171875,334.9353332519531,347.12567138671875,239.3304443359375,367.6857604980469,333.9992980957031,371.3282775878906,"(297.5, 356.5, 111, 43)"
252.6235809326172,346.5390319824219,340.578369140625,348.4110107421875,252.23245239257807,369.1534423828125,340.1732788085937,370.8162841796875,228.64544677734372,345.74365234375,323.8791198730469,347.7734375,228.2279357910156,370.1860961914063,323.4451904296875,371.9717102050781,"(286.0, 358.0, 110, 42)"
245.93698120117188,348.5263671875,333.9810791015625,344.7846069335937,247.1106414794922,371.1266784667969,335.103759765625,367.1685485839844,221.98001098632807,348.1462097167969,317.31573486328125,344.109130859375,223.26025390625,372.5724182128906,318.5362548828125,368.2828369140625,"(280.0, 358.0, 108, 38)"
240.5200958251953,345.55426025390625,329.2273864746094,347.6991882324219,240.02891540527344,368.2078247070313,328.7308959960937,370.0960083007813,216.86038208007807,344.9187927246094,312.9358825683594,347.2426452636719,216.33270263671875,369.40234375,312.40191650390625,371.4265747070313,"(274.5, 358.0, 111, 38)"
235.04869079589844,344.5462646484375,323.8887939453125,347.4565734863281,234.36241149902344,367.200927734375,323.19952392578125,369.8452758789063,211.3872833251953,343.800048828125,307.6114501953125,346.9518737792969,210.6488037109375,368.2843322753906,306.8694152832031,371.1257934570313,"(269.0, 356.5, 114, 41)"
226.0482635498047,346.12017822265625,315.3869934082031,349.65069580078125,225.2139129638672,368.8011474609375,314.5489501953125,372.0357055664063,202.56593322753903,345.5202941894531,299.3458557128906,349.3402709960937,201.66842651367188,370.0321350097656,298.4439392089844,373.5068054199219,"(259.5, 359.0, 113, 34)"
220.1039581298828,347.2103576660156,309.6596984863281,350.6727600097656,219.28121948242188,369.9032287597656,308.8364562988281,373.0567626953125,196.72732543945312,346.48907470703125,293.7468566894531,350.23736572265625,195.841552734375,371.0130310058594,292.86041259765625,374.4010009765625,"(254.0, 359.5, 114, 35)"
217.6280670166016,347.4167785644531,307.5297241210937,350.7403564453125,216.82933044433597,370.1358642578125,306.73516845703125,373.1333923339844,194.29185485839844,346.56689453125,291.6962280273437,350.1676330566406,193.4307403564453,371.1190185546875,290.8399658203125,374.3393859863281,"(251.5, 359.5, 115, 33)"
214.7227478027344,348.00067138671875,304.8849792480469,351.1869506835937,213.9742584228516,370.7360229492188,304.1380310058594,373.5807495117188,191.5732421875,347.1556396484375,289.26373291015625,350.6083679199219,190.76712036132807,371.7243041992188,288.4593505859375,374.7787170410156,"(249.0, 360.0, 116, 34)"
209.2227478027344,348.50067138671875,299.3849792480469,351.6869506835937,208.4742584228516,371.2360229492188,298.6380310058594,374.0807495117188,186.0732421875,347.6556396484375,283.76373291015625,351.1083679199219,185.26712036132807,372.2243041992188,282.9593505859375,375.2787170410156,"(243.5, 360.5, 111, 33)"
205.74349975585935,348.0643615722656,296.33612060546875,351.3465576171875,204.9362945556641,370.8307495117188,295.53985595703125,373.7463684082031,182.9636688232422,347.2187805175781,281.1264953613281,350.7756042480469,182.09194946289065,371.8199768066406,280.2675476074219,374.9493103027344,"(240.5, 360.5, 111, 33)"
